ref;price by Wh;type;efficacite;gamme puissance;poids;region;dimension;prix theorique
QS144P 325-345W;0.209;PERC;16.4 ~ 17.4;325 ~ 345;22.5;Chine;2010x992x40;67.925
XLS Flexible, Lightweight, Amorphous ...;1.71;Couche mince (a-Si);--;144 ~ 288;2.8;Chine;2741x378x1;246.24
Elite Pro US10-B144-520-550W;0.330;PERC;20.18 ~ 21.34;520 ~ 550;28;Inde;2278x1133x35;171.6
LSP672;0.239;Polycristallin;14.7 ~ 16;285 ~ 310;22.5;Hong Kong;1956x992x50;68.115
HF36M-100-130;0.286;Monocristallin;17.11 ~ 19.2;100 ~ 130;8;Chine;1000x670x30;28.599999999999998
Q CELLSQ.peak Duo ML-G11 Series 480-500 Wp;0.365;Monocristallin;20.6 ~ 21.5;480 ~ 500;26;Pologne;2054x1134x32;175.2
JST120-140TF;0.952;Couche mince (a-Si);8.4 ~ 9.8;120 ~ 140;26;Chine;1300x1100x40;114.24
OPFL-185M;0.380;Couche mince (a-Si);21;180;2.8;États-Unis;1504x673x2;68.4
FLEX-03N 110-130W CIGS;1.67;Couche mince (CIS);14.4 ~ 17;110 ~ 130;1.9;Chine;2585x348x2.5;183.7
G10M440-60H-V;0.234;Monocristallin;20.3;440;23.9;Chine;1910x1134x30;102.96000000000001
CIGS Thin film Flexible;0.380;Couche mince (CIS);--;210 ~ 230;--;États-Unis;1709x0973;79.8
LS370-400ST;0.240;Monocristallin;18.71 ~ 20.19;370 ~ 400;22;Arménie;1950x1002x35;88.8
FLEX-03M-2.6M 340-370W CIGS;1.67;Couche mince (CIS);14.2 ~ 16.3;340 ~ 370;6;Chine;2580x973x2.5;567.8
SW-550M-144;0.219;Monocristallin;21.2 ~ 22.7;550 ~ 580;29;Chine;2279x1133x35;120.45
JST340-360TF;0.952;Couche mince (CIS);14.5 ~ 15.3;340 ~ 360;33.3;Chine;1901x1237x45;323.68
TW-D-M60H(V)-360-380W;0.257;PERC;19.76 ~ 20.85;360 ~ 380;19;Chine;1755x1038x30;92.52
Mono 340-380;0.257;Monocristallin;17.5 ~ 19.58;340 ~ 380;21.6;Chine;1956x992x40;87.38
FLEX-03W-2.6M 500-520W CIGS;1.67;Couche mince (CIS);16.4 ~ 17;500 ~ 520;6.6;Chine;2583x1292x2.5;835.0
JST360-400TF;0.952;Couche mince (a-Si);6.3 ~ 7;360 ~ 400;--;Chine;2599x2199x34.2;342.71999999999997
Poly PST-255-275P-60;0.165;Polycristallin;15.7 ~ 16.9;255 ~ 275;18.5;Chine;1640x992x35;42.075
FLEX-03W-460W-490W;1.67;Couche mince (CIS);15 ~ 16;460 ~ 490;6.6;Chine;2583x1292x2.5;768.1999999999999
TS-60 Poly 250-270W;0.152;Polycristallin;15.37 ~ 16.6;250 ~ 270;18;Chine;1640x992x40;38.0
FLEX-03WS-170W;1.76;Couche mince (CIS);16.5;170;2.5;Chine;1292x1010x2.5;299.2
JST420-440TF;0.952;Couche mince (CdTe);17 ~ 17.8;420 ~ 440;36;Chine;2009x1232x48.5;399.84
"Mono 5"" 72 cells 185W-205W";0.152;Monocristallin;14.5 ~ 16.01;185 ~ 205;16.5;Chine;1580x808x35;28.12
AJ95N36HS;4.76;Monocristallin;17.15 ~ 18.06;100;1.4;Chine;1065x520x1.4;476.0
NRS-Denim-B415-V4;0.300;PERC;20.8;415;22;Belgique;1924x1038x35;124.5
500W Mono;0.275;Monocristallin;19.46;500;29;Chine;1956x1310x45;137.5
GSE-185W.200W;1.29;Couche mince (CIS);11.7 ~ 12.6;185 ~ 200;6.3;Chine;3881x494x3;238.65
SS6-60HD 345-370M;0.247;PERC;19.18 ~ 20.28;345 ~ 370;23;Chine;1756x1039x35;85.215
GSE-275W;1.29;Couche mince (CIS);11.5;275;9.3;Chine;5745x494x3;354.75
RL250-320HM-60;0.190;Monocristallin;15.37 ~ 19.67;250 ~ 320;--;Chine;1640x992x35;47.5
MS150GG-04;0.590;Couche mince (CIS);14;150;18;Chine;1611x665x7.5;88.5
INE-270-290-60P;0.267;PERC;16.59 ~ 17.82;270 ~ 290;18.5;Chine;1640x992x35;72.09
SN-DRG-F200W/250W;3.76;Couche mince (CIS);10;200 ~ 250;4.4;Chine;1662x1232x3;752.0
RHM60-156M;0.246;Monocristallin;18.3 ~ 19.6;300 ~ 320;18.2;Chine;1640x992x35;73.8
LKS-SP;0.905;Monocristallin;21;110;1.5;Chine;900x520x4;99.55
LWM325-340-MH60;0.257;Monocristallin;19.26 ~ 20.15;325 ~ 340;19.5;Chine;1684x1002x35;83.525
Aluminium Backsheet HJT Panel;0.933;HJT, Bifacial;--;198;2.5;Chine;1000x980x1;184.734
JAM54S30 400-415MR;0.257;PERC;21;410;21.5;Chine;1722x1134x30;105.37
XDG90-120W-36M;0.333;Monocristallin;13.17 ~ 17.56;100 ~ 120;7.5;Chine;1020x670x35;33.300000000000004
HC 108M 400-410 Watt;0.514;PERC;20.46 ~ 20.97;400 ~ 410;21.5;États-Unis;1724x1134x35;205.6
DHM72T30;0.238;Monocristallin;20.89 ~ 21.28;540 ~ 550;28;Chine;2279x1134x35;128.51999999999998
Ultimate Series 470-490W;0.233;Monocristallin;20.5 ~ 21.4;470 ~ 490;26.5;Chine;2264x1138x35;109.51
182;0.239;Monocristallin;21.7;540;27.2;Chine;2256x1133x35;129.06
GPM-530-550W(144);0.230;PERC;20.5 ~ 21.3;530 ~ 550;28.6;Chine;2278x1134x35;121.9
FCP-MWF 305-320W;0.229;Monocristallin;15.72 ~ 16.49;305 ~ 320;26.3;Royaume-Uni;1956x992x40;69.845
Mars G3 Series 530-550;0.248;Monocristallin;20.5 ~ 21.3;530 ~ 550;27.5;Chine;2279x1134x35;131.44
JMPV-X1/66-490-500;0.258;PERC, Bifacial;20.64 ~ 21.06;490 ~ 500;26.8;Chine;2094x1134x35;126.42
EYE100-18SP 100-110W;0.714;Monocristallin;20;100 ~ 110;1.8;Chine;1050x540x3;71.39999999999999
Phono SolarTwinPlus 360-380 Mono-PERC;0.295;PERC;19.66 ~ 20.76;360 ~ 380;20;Pologne;1762x1039x35;106.19999999999999
NEWTEK NTE 250/260/270-60P;0.300;Polycristallin;--;250 ~ 270;18.5;Kyrgyzstan;1665x1001x42;75.0
182 MBB Half-cell Mono PERC 530W~550W;0.233;PERC;20.6 ~ 21.3;530 ~ 550;28;Chine;2279x1134x35;123.49000000000001
CHASER-M6/120P 360-380W;10.2;Monocristallin;19.76 ~ 20.86;360 ~ 380;20.5;Chine;1755x1038x30;3671.9999999999995
XXR-CIGS-ETFE -180W-200W;0.700;Couche mince (CIS);18;180;2.2;Chine;1455x660x3;125.99999999999999
XXR-CIGS flexible ETFE solar panel se...;2.70;Couche mince (CIS);14;150;1.5;Chine;1611x665x1;405.0
AstronergyASTRO 5s CHSM54M-HC 400~415W;0.258;Monocristallin;20.5 ~ 21.3;400 ~ 415;21.5;Espagne;1708x1133x30;103.2
HT-60M 280-305;0.274;Monocristallin;17.2 ~ 18.76;280 ~ 305;20;Chine;1640x992x40;76.72
TeraMax Neo ST2-M54HS 410-430W;0.233;Monocristallin;20.5 ~ 22;410 ~ 430;21;Chine;1722x1134x30;95.53
LONGi SolarLR4-60HPH 365-385M;0.330;Monocristallin;20 ~ 21.1;365 ~ 385;19.5;Italie;1755x1038x35;120.45
M3 Series MYM3144-390-410W;0.248;Monocristallin;19.38 ~ 20.38;390 ~ 410;22.5;Chine;2008x1002x40;96.72
YH-295-315M;0.252;Monocristallin;15.2 ~ 16.2;295 ~ 315;23;Chine;1640x992x35;74.34
Jinko SolarTiger Neo N-type 54HL4-(V) 410-430W;0.333;Monocristallin;21 ~ 22.02;410 ~ 430;22;Allemagne;1722x1134x30;136.53
GPNE-P60 270-290W;0.230;Polycristallin;16.5 ~ 17.7;270 ~ 290;18.3;Chine;1650x992x35;62.1
Mono 390-410W (72 Cells);0.305;Monocristallin;19.73 ~ 20.5;390 ~ 410;22.5;Inde;1985x1000x40;118.95
SL72M 325-340W;0.238;Monocristallin;16.7 ~ 17.4;325 ~ 340;26.7;Chine;1966x992x40;77.35
PG-SP-FSP100-180W;0.686;Monocristallin;--;100 ~ 180;--;Chine;--;68.60000000000001
MP-MF8614M(HV)-540W;157;PERC;20.89;540;28.5;Espagne;2279x1134x35;84780.0
mono 120 half cut 325~345w;0.218;Monocristallin;19.31 ~ 20.5;325 ~ 345;18;Chine;1690x996x35;70.85
DSPV72M-410H;0.206;Monocristallin;20.38;410;20.5;Chine;2015x996x35;84.46
HS-M10-72/2HP 525-550W;0.205;Monocristallin;20.31 ~ 21.28;525 ~ 550;27.5;Chine;2279x1134x35;107.625
SE180M(24)F - SE200M(24)F;0.190;Monocristallin;14.1 ~ 15.7;180 ~ 200;15.5;Allemagne;1580x808x35;34.2
RMH60-320~335AB1;0.256;PERC;18.96 ~ 19.85;320 ~ 335;19;Belgique;1684x1002x35;81.92
MP-150W-160W;0.229;Monocristallin;19.9 ~ 20.2;150 ~ 160;10.2;Chine;1480x670x30;34.35
LF445-460M8-72H;0.227;Monocristallin;19.3 ~ 20.2;430 ~ 450;25;Chine;2094x1038x35;97.61
TM Series 360-375W;0.241;PERC;19.76 ~ 20.59;360 ~ 375;18.5;Espagne;1755x1038x30;86.75999999999999
MS-P 150-180(36);0.248;Polycristallin;--;150 ~ 180;12;Chine;1470x670x35;37.2
HW-M12/80H 385-405;0.248;Monocristallin;20.1 ~ 21.1;385 ~ 405;21;Chine;1754x1096x30;95.48
AI-60M-300-325;0.255;Monocristallin;10.04 ~ 19.4;300 ~ 325;--;Chine;1640x992x35;76.5
Star Series NKM-144 435-455M Bifacial;0.224;Bifacial;19.8 ~ 20.7;430 ~ 450;28;Chine;2094x1038x30;96.32000000000001
82HXB1211130150047205578;0.265;Monocristallin;21.16;475;25;Chine;2182x1029x35;125.875
GS54M-395-415;0.232;Monocristallin;20.23 ~ 21.25;395 ~ 415;21;Chine;1722x1134x35;91.64
SRS M72-385-395W;0.307;PERC;19.2 ~ 19.7;385 ~ 395;30;Inde;1993x1006x35;118.195
JD270-280-60M;0.238;Monocristallin;16.6 ~ 17.2;270 ~ 280;18.2;Chine;1640x992x35;64.25999999999999
PIX P2 36 145-180W;0.276;Polycristallin;14.48 ~ 17.97;145 ~ 180;10.5;Inde;1496x670x30;40.02
Half-Cell HCM72X9 395-410W;0.210;Monocristallin;19.62 ~ 20.36;395 ~ 410;23;Chine;2010x1002x40;82.95
SP-eFLEX;0.771;Monocristallin;19.2;110;1.9;Chine;1060x540x2.5;84.81
JMD410P-108M;0.235;Monocristallin;21;410;21.5;Chine;1722x1134x30;96.35
CSI SolarHiKu CS3W-445-470MS;0.295;PERC;20.1 ~ 21.3;445 ~ 470;24.3;Espagne;2108x1048x35;131.275
ALFA 460;0.320;Monocristallin;21.25;460;22.9;Italie;1909x1134x35;147.20000000000002
LONGi SolarLR4-60HPB 355-375M;166;Monocristallin;19.55 ~ 20.6;355 ~ 375;19.5;France;1755x1038x35;58930.0
SAT-6MB(-HV) 300-315W;0.219;Monocristallin;18.44 ~ 19.36;300 ~ 315;18;Chine;1650x992x35;65.7
SP 360-380M72;0.390;Monocristallin;18.55 ~ 19.58;360 ~ 380;23;Turquie;1956x992x40;140.4
210Series 530-550;0.262;Monocristallin;20.3 ~ 21;530 ~ 550;28.5;Chine;2384x1096x35;138.86
SF-M16/144 450~465W;0.253;Monocristallin;20.7 ~ 21.4;450 ~ 465;24;Chine;2094x1038x35;113.85
HTM535-560MH8-55;0.267;Monocristallin;20.48 ~ 21.43;535 ~ 560;29;Chine;2384x1096x35;142.845
CHN 72P(P156) 320-330;0.162;Polycristallin;16.58 ~ 17.09;320 ~ 330;23;Chine;1950x990x40;51.84
AS-6M144-HC 435-465;0.237;Monocristallin;19.9 ~ 21.27;430 ~ 465;24;Chine;2102x1040x35;101.91
CCM182-HS535-555-72;0.238;Monocristallin;20.7 ~ 21.5;535 ~ 555;28.3;Chine;2279x1134x35;127.33
JGN-300M-72;1.24;Monocristallin;18;300;21;Chine;1945x986x50;372.0
MONO PERC 390W-415W 144HALF-CELLS (15...;0.243;Monocristallin;19.4 ~ 20.6;390 ~ 415;22.5;Chine;2008x1002x40;94.77
YS350-370SM;0.244;Monocristallin;18 ~ 19;350 ~ 370;22;Chine;1957x992x40;85.39999999999999
ONYX ES Series 390-415W;0.230;PERC;19.95 ~ 21.22;390 ~ 415;21.8;Chine;1724x1134x30;89.7
166 series Mono Half-cut 445W-455W / 144;0.213;Monocristallin;20.5 ~ 20.9;445 ~ 455;23.5;Chine;2094x1038x35;94.785
JA SolarJAM72D20 440-465/MB;0.310;Bifacial, PERC;19.8 ~ 20.9;440 ~ 465;27.3;Pologne;2117x1052x35;136.4
SYM72-6-360M-380M;0.229;PERC;18.6 ~ 19.6;360 ~ 380;22;Chine;1956x992x40;82.44
JY4M435-470H60(H);0.238;Monocristallin;20.3 ~ 21.9;435 ~ 470;22.5;Chine;1890x1133x35;103.53
HS-M166H672;0.209;Polycristallin;21.2;460;24.3;Chine;2094x1038x35;96.14
M72 405W;0.267;PERC;22.4;405;22.3;Egypte;1969x996x40;108.135
Ogartech-LE-160W;1.32;Polycristallin;--;160;6.2;Royaume-Uni;1500x665x4;211.20000000000002
AE P6-60 280-290W;0.255;Polycristallin;17.11 ~ 17.72;280 ~ 290;17.5;Allemagne;1650x992x35;71.4
AN-MSP-500W;0.227;Monocristallin;21.45;500;25.52;Chine;2148x1020x35;113.5
AP-PVROOF150-300;0.600;PERC, Bifacial;22.1;150 ~ 300;16;Taïwan;2060x870;90.0
Jsun 435-455;0.238;Monocristallin;20.2 ~ 21.1;435 ~ 455;21;Chine;1903x1134x35;103.53
REESUN132H-210M 640-665W;0.262;PERC;20.6 ~ 21.41;640 ~ 665;33.9;Chine;2384x1303x35;167.68
Poly 270-285W;0.219;Polycristallin;16.5 ~ 17.5;270 ~ 285;18.2;Chine;1640x992x35;59.13
SKT360~380M6;0.248;Monocristallin;19.8 ~ 20.9;360 ~ 380;19.5;Chine;1755x1038x35;89.28
Leapton SolarLP182-M-54-MH 390-410W;0.285;Monocristallin;19.95 ~ 20.97;390 ~ 410;21.5;Pologne;1724x1134x30;111.14999999999999
Cortex P3 Series 390-420W;0.380;PERC;19.95 ~ 21.48;390 ~ 420;20.7;États-Unis;1724x1134x30;148.2
LF385-405M6-72H;0.226;Monocristallin;19.1 ~ 20.1;385 ~ 405;22.5;Chine;2008x1002x35;87.01
INE-330-350-72P;0.267;PERC;17 ~ 18.03;330 ~ 350;22.5;Chine;1956x992x40;88.11
RS-M460-480H144M6;0.219;PERC;21.2 ~ 22.1;460 ~ 480;23.5;Chine;2094x1038x35;100.74
M6 Series MYM6144-435-455W;0.235;Monocristallin;19.46 ~ 20.6;430 ~ 455;25.6;Chine;2108x1048x35;101.05
166Series 435-455;0.261;Monocristallin;20 ~ 20.9;435 ~ 455;23.5;Chine;2094x1038x35;113.53500000000001
Poly US10-B144-310-340W;0.278;Polycristallin;16.63 ~ 17.11;330 ~ 340;22.7;Inde;1985x1000x40;91.74000000000001
FCP-PWF 300-315W;0.219;Polycristallin;15.46 ~ 16.23;300 ~ 315;26.3;Royaume-Uni;1956x992x40;65.7
ALFA 470;0.320;Monocristallin;21.5;470;22.9;Italie;1909x1134x35;150.4
JA SolarJAM60S21 365-390/MR;0.340;PERC;19.6 ~ 21;365 ~ 390;18.8;Pologne;1769x1052x30;124.10000000000001
182 MBB Bifacial Half-cell Mono Perc ...;0.229;PERC;20.36 ~ 21.2;525 ~ 545;32.3;Chine;2279x1134x35;120.22500000000001
TM Series 390-410W;0.238;PERC;19.95 ~ 20.97;390 ~ 410;21;Espagne;1724x1134x30;92.82
Star Series NKM-120 360-380;0.223;Monocristallin;19.7 ~ 20.9;360 ~ 380;21;Chine;1755x1038x35;80.28
PIX P2 48 200-235W;0.276;Polycristallin;15.13 ~ 17.78;200 ~ 235;15;Inde;1337x989x35;55.2
FDS120-12M;0.300;Monocristallin;17.8;120;8.5;Chine;885x765x35;36.0
Jinko SolarTiger 78TR 470-490W 7RL3/7RL3-V;0.308;Monocristallin;20.93 ~ 21.82;470 ~ 490;25;Pologne;2182x1029x35;144.76
JMPV-X1/72-535-545;1.80;PERC, Bifacial;20.7 ~ 21.09;535 ~ 545;29.2;Chine;2279x1134x35;963.0
NS-250-290P6;0.176;Polycristallin;15.4 ~ 17.8;250 ~ 290;18;Chine;1640x992x35;44.0
GPNE-P72 330-350W;0.230;Polycristallin;17 ~ 18;330 ~ 350;22.1;Chine;1960x992x40;75.9
AN10-530-550W(144);0.227;PERC;20.5 ~ 21.3;530 ~ 550;28.6;Chine;2278x1134x35;120.31
LS390-420HC;0.240;PERC;19.39 ~ 20.93;390 ~ 420;23;Arménie;2008x1002x35;93.6
LWM390-405-MH72;0.271;Monocristallin;19.38 ~ 20.13;390 ~ 405;22.5;Chine;2008x1002x35;105.69000000000001
SL72P 310-325W;0.219;Polycristallin;15.9 ~ 16.7;310 ~ 325;26.7;Chine;1966x992x40;67.89
CHN 60P(P156) 265-280;0.152;Polycristallin;16.32 ~ 17.25;265 ~ 280;19;Chine;1640x990x35;40.28
YH-380-400M;0.238;Monocristallin;20.9 ~ 22;380 ~ 400;23;Chine;1956x992x40;90.44
TeraMax Neo ST2-M72HS 545-570W;0.233;Monocristallin;21.1 ~ 22.1;545 ~ 570;28;Chine;2278x1134x35;126.98500000000001
G10M490-66H-V;0.238;Monocristallin;20.6;490;26.1;Chine;2094x1134x35;116.61999999999999
SYM60-6-270M-290M;0.238;Monocristallin;16.6 ~ 17.7;270 ~ 290;18;Chine;1650x992x35;64.25999999999999
Ogartech-KY-SP-M 250W;1.44;Monocristallin;--;250;15.3;Royaume-Uni;1640x992x35;360.0
SS6-60HS 350-375M;0.244;PERC;19.18 ~ 20.55;350 ~ 375;20;Chine;1756x1039x35;85.39999999999999
YS290-310SM;0.273;Monocristallin;17.7 ~ 19;290 ~ 310;18.2;Chine;1650x992x35;79.17
SRS M60-315-320W;0.307;PERC;18.74 ~ 19.04;315 ~ 320;25;Inde;1670x1006x35;96.705
TW-D-M72H(V)-435-455W;0.253;PERC;20.01 ~ 20.93;435 ~ 455;22.7;Chine;2094x1038x35;110.055
321W Flexible Black HJT HIT Solar Pan...;0.905;HJT, Bifacial;24;321;4.4;Chine;1683x980x2.5;290.505
JFS1-120-166 355-385W;0.209;PERC;19.5 ~ 21.2;355 ~ 385;19.5;Chine;1755x1038x35;74.195
Trina SolarTSM-PC/PA05A;0.810;Polycristallin;15.3 ~ 15.9;250 ~ 260;18.6;Allemagne;1650x992x35;202.5
JAM72S30 540-555MR;0.257;PERC;21.5;555;27.8;Chine;2278x1134x30;142.635
ONYX ES Series 400-415W Full Black;0.231;PERC;20.48 ~ 21.25;400 ~ 415;20.7;Chine;1722x1134x30;92.4
XDG140-170W-36M;0.333;Monocristallin;13.91 ~ 16.89;140 ~ 170;10.5;Chine;1480x680x35;46.620000000000005
Q CELLSQ.peak Duo M-G11 Series 390-410 Wp;0.343;Monocristallin;20.3 ~ 21.4;390 ~ 410;21.2;Pologne;1692x1134x30;133.77
HRAP-120H365-380M6;0.239;Monocristallin;20 ~ 20.86;365 ~ 380;19.5;Chine;1755x1038x35;87.235
RL300-385HM-72;0.190;Monocristallin;16.49 ~ 19.84;300 ~ 385;22;Chine;1956x992x40;57.0
RMH60-340~355AB1;0.256;PERC;18.38 ~ 19.16;340 ~ 355;19.5;Belgique;1763x1038x35;87.04
JY3M365-400H60 (H);0.238;PERC;20 ~ 22;365 ~ 400;20;Chine;1755x1038x35;86.86999999999999
Mono 190-210;0.257;Monocristallin;17.8 ~ 19.6;190 ~ 210;15.5;Chine;1580x808x40;48.83
P6-270-285;0.200;Polycristallin;--;275 ~ 285;18.8;Chine;1640x992x35;55.0
280W Poly;0.286;Polycristallin;17.21;280;17.5;Chine;1640x992x40;80.08
REESUN108HB-182M 395-415W;0.262;Bifacial, PERC;20.23 ~ 21.25;395 ~ 415;24.5;Chine;1722x1134x30;103.49000000000001
JD280-290-60M Black;0.238;Monocristallin;17.2 ~ 17.8;280 ~ 290;18.2;Chine;1640x992x35;66.64
SAT-6MA(-HV) 360-375W;0.229;Monocristallin;18.55 ~ 19.33;360 ~ 375;22;Chine;1970x992x40;82.44
GPMDG-540W(144);0.236;Monocristallin;20.84;540;31.6;Chine;2278x1134x35;127.44
LONGi SolarLR5-54HPH 405-425M;191;Monocristallin;20.7 ~ 21.8;405 ~ 425;20.8;France;1722x1134x30;77355.0
TPL M-60 Series 250W-275W;0.171;Monocristallin;15.36 ~ 16.9;250 ~ 275;18.5;Chine;1640x992x36;42.75
Jsun 480-500;0.238;Monocristallin;20.2 ~ 21.1;480 ~ 500;26.3;Chine;2094x1134x35;114.24
Poly 330-350W;0.219;Polycristallin;17 ~ 18;330 ~ 350;22.5;Chine;1956x992x40;72.27
HS-M182H672;0.200;Polycristallin;21.4;550;29.4;Chine;2279x1134x35;110.0
SP 385-410M72;0.390;PERC;19.42 ~ 20.67;385 ~ 410;23.5;Turquie;1979x1002x40;150.15
SF-M16/120 370-380W;0.254;Monocristallin;20.31 ~ 20.86;370 ~ 380;19.5;Chine;1755x1038x35;93.98
Cortex N-HJT 385-400W;0.380;HJT, Bifacial;20 ~ 21.3;385 ~ 400;25;États-Unis;1773x1046x30;146.3
HW-M12/100H 485-505;0.248;Monocristallin;20.2 ~ 21;485 ~ 505;26.5;Chine;2185x1098x35;120.28
OMEGA MAX-plus 585-605W;0.256;Monocristallin;20.6 ~ 21.3;585 ~ 605;26.9;Chine;2176x1306x35;149.76
SP-FLEX 120;0.743;Monocristallin;18.7;120;2.25;Chine;1185x540x2.5;89.16
Poly 325-335W (72 Cells);0.261;Polycristallin;16.62 ~ 17.13;325 ~ 335;22;Inde;1960x990x35;84.825
GS55M-525-550;0.232;Monocristallin;20.1 ~ 21;525 ~ 550;32.6;Chine;2384x1096x35;121.80000000000001
MS HC M-144p 420-440W;0.248;PERC;20.81 ~ 21.8;420 ~ 440;22.5;Chine;2014x1002x40;104.16
CCM182-HG530-550-72;0.238;Bifacial;20.5 ~ 21.3;530 ~ 550;28.3;Chine;2279x1135x35;126.14
SANG480M10;0.229;Monocristallin;20.3;480;26.3;Chine;2094x1134x35;109.92
LK-SP;0.905;Monocristallin;21;120;1.8;Chine;1200x550x4;108.60000000000001
LONGi SolarLR4-72HPH 445-465M;0.330;Monocristallin;20.5 ~ 21.4;445 ~ 465;24.3;Italie;2094x1038x35;146.85
IBS60M 275-300W;0.285;Monocristallin;16.9 ~ 18.44;275 ~ 300;18;Espagne;1640x992x35;78.375
SW-560M-144;0.219;Monocristallin;21.58;560;29;Chine;2279x1133x35;122.64
QS120P 270-290W;0.209;PERC;16.2 ~ 17.4;270 ~ 290;18;Chine;1685x992x35;56.43
SKT430~460M6;0.248;Monocristallin;19.8 ~ 21.2;430 ~ 460;23.3;Chine;2094x1038x35;106.64
SE240P-20/Ac — SE270P-20/Ac;0.190;Polycristallin;14.8 ~ 16.6;240 ~ 270;20;Allemagne;1640x992x50;45.6
AS-7M144-HC 525-550;0.237;PERC;20.31 ~ 21.28;525 ~ 550;29;Chine;2279x1134x35;124.425
Series 4 HT-120 360-380 Half-Cell;0.255;Monocristallin;19.73 ~ 20.83;360 ~ 380;19.5;Chine;1756x1039x35;91.8
AE P6-72 330-345W;0.246;Polycristallin;17.01 ~ 17.78;330 ~ 345;20;Allemagne;1956x992x35;81.17999999999999
72HPH-450M;0.239;Monocristallin;20.7 ~ 20.9;450 ~ 455;23.5;Chine;2094x1038x35;107.55
INE-330-6PA;0.240;Polycristallin;17;330;25;Chine;1956x992x40;79.2
"Mono 5"" 72 cells Black Series 180W-200W";0.152;Monocristallin;14.2 ~ 15.7;180 ~ 200;16.5;Chine;1580x808x35;27.36
E3XXD2220120170061818501;0.266;Bifacial, PERC;20.9;540;32;Chine;2278x1134x30;143.64000000000001
MONO PERC 320W-335W 120 HALF-CELLS AL...;0.252;Monocristallin;19.02 ~ 19.92;320 ~ 335;19;Chine;1684x1002x35;80.64
MP-220W-230W;0.219;Monocristallin;19.9 ~ 20.2;220 ~ 230;13.4;Chine;1320x992x35;48.18
HF36M-150-190;0.238;Monocristallin;15.2 ~ 18.8;150 ~ 190;12;Chine;1480x680x35;35.699999999999996
M12 Series HTM585-610MH8-60;0.267;Polycristallin;20.67 ~ 21.55;585 ~ 610;31;Chine;2172x1303x35;156.19500000000002
DAH SolarDHM-72L9-450W;0.200;Monocristallin;--;--;23.5;Tchèque;2094x1038x35;--
Trina SolarVertex S TSM-DE09R.05 405-425W;0.310;Monocristallin;20.3 ~ 21.3;405 ~ 425;21.8;Allemagne;1762x1134x30;125.55
AJ HES Series;4.76;Monocristallin;20.7 ~ 21.8;365 ~ 385;5.7;Chine;1840x1040x2.5;1737.3999999999999
PST-320-340P-72;0.171;Polycristallin;16.49 ~ 17.52;320 ~ 340;22.5;Chine;1956x992x40;54.720000000000006
AP-PVROOF-31X;0.450;PERC, Bifacial;21;150;2;Taïwan;2060x350x1.5;67.5
Risen EnergyRSM150-8-485-510M;0.290;Monocristallin;19.8 ~ 20.8;485 ~ 510;27;Pologne;2220x1102x35;140.64999999999998
Half-Cell HCM60X9-345W;0.190;Monocristallin;20.42;345;19;Chine;1686x100x35;65.55
M72 335W;0.190;Polycristallin;19;335;22.3;Egypte;1969x996x40;63.65
ZPM430-455HH-60;0.242;Monocristallin;19.9 ~ 21.1;430 ~ 455;23.9;Chine;1909x1134x35;104.06
Mars G3 mini Series 400-420;0.231;Monocristallin;20.46 ~ 21.48;400 ~ 420;21.5;Chine;1724x1134x35;92.4
JMD460P-120M;0.229;Monocristallin;21.25;460;23;Chine;1909x1134x30;105.34
AI-60P-270-300;0.252;Monocristallin;16.6 ~ 18.4;270 ~ 300;--;Chine;1640x992x35;68.04
SAT-6PB(-HV) 270-285W;0.219;Polycristallin;16.6 ~ 17.52;270 ~ 285;18;Chine;1650x992x35;59.13
GPNE-S60 300-320W;0.225;Monocristallin;18.3 ~ 19.5;300 ~ 320;18.3;Chine;1650x992x35;67.5
M12 Series HTM640-660MH8-66;0.267;Monocristallin;20.6 ~ 21.25;640 ~ 660;34;Chine;2384x1303x35;170.88
JA SolarJAM60S20 370-395/MR;0.350;Monocristallin;19.9 ~ 21.2;370 ~ 395;20.2;Italie;1769x1052x35;129.5
Jinko SolarTiger Pro 54HC 400-420W;0.300;Monocristallin;20.48 ~ 21.51;400 ~ 420;22;Allemagne;1722x1134x30;120.0
Star Series NKM-120 350-370;0.223;Monocristallin;19.2 ~ 20.3;350 ~ 370;21;Chine;1755x1038x35;78.05
REESUN132HB-210M 635-670W;0.262;Bifacial, PERC;20.44 ~ 21.57;635 ~ 670;38.5;Chine;2348x1303x35;166.37
JD325-335-72M;0.238;Monocristallin;16.7 ~ 17.3;325 ~ 335;25.8;Chine;1956x992x40;77.35
MSMDxxxM10-60 Half-cut 440W-460W;0.300;Monocristallin;20.3 ~ 21.2;440 ~ 460;24.6;Allemagne;1915x1133x40;132.0
FDS150-12M;0.246;Monocristallin;18.1;150;11.2;Chine;1185x700x30;36.9
Risen EnergyRSM40-8-390-410M;0.300;PERC;20.3 ~ 21.3;390 ~ 410;21;Italie;1754x1096x30;117.0
YH-250M;0.267;Monocristallin;15.36;250;15;Chine;1640x992x35;66.75
INE-300-320-60M;0.267;PERC;18.44 ~ 19.66;300 ~ 320;18.5;Chine;1640x992x35;80.10000000000001
SF-M21/120 585-605W;0.253;Monocristallin;20.7 ~ 21.4;585 ~ 605;31;Chine;2172x1303x35;148.005
JY4M525-560H72(H);0.238;Monocristallin;20.5 ~ 21.9;525 ~ 560;27.5;Chine;2256x1133x35;124.94999999999999
